id,name,description,image,animation_url,external_url,edition,target,focus,power_rating,occurrence,country,rarity,card_group_lookup,created_date,human_impact,geocords,event_id,color_rarity_hex,color_bkgd_hex,color_card_hex,blog_post,location_name,map,travel_points,youtube_url,image_html,animation_html,special_image_html,token_quantity,price_in_usd,price_in_eth
16,#16  Uncommon Borehole (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Nabule, Ghana (10.25641,0.04365), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/16.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/16.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/16.html,G24,Food,Borehole,96,1 of 101,Ghana,Uncommon,Borehole F-2,21-Oct-2023,800,"10.25641,0.04365",0,#2C51FF,#FFFFFF,#D3DDE1,https://givebasicneeds.org/events/borehole-project-2,"Nabule, Ghana","https://www.google.com/maps/search/?q=near10.25641,0.04365,&ll=10.25641,0.04365&z=17&t=h",29,https://youtu.be/u488gzjm6YQ,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/16.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/16.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/F-2-FBC9E.jpg,101,29,0.0178187404
17,#17  Common Borehole (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Nabule, Ghana (10.25641,0.04365), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/17.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/17.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/17.html,G24,Food,Borehole,86,1 of 301,Ghana,Common,Borehole F-2,21-Oct-2023,800,"10.25641,0.04365",0,#04AC5B,#FFFFFF,#D3DDE1,https://givebasicneeds.org/events/borehole-project-2,"Nabule, Ghana","https://www.google.com/maps/search/?q=near10.25641,0.04365,&ll=10.25641,0.04365&z=17&t=h",6,https://youtu.be/u488gzjm6YQ,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/17.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/17.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/F-2-FBC9E.jpg,301,6,0.003686635945
18,#18  Super Rare Medical Clinic (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Gushegu, Ghana (9.63485,-0.82766), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/18.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/18.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/18.html,G24,Medical,Medical Clinic,146,1 of 2,Ghana,Super Rare,Medical Clinic M-4,21-Oct-2023,800,"9.63485,-0.82766",37,#FFD633,#FFFFFF,#DE3030,https://givebasicneeds.org/events/giving-event-37,"Gushegu, Ghana","https://www.google.com/maps/search/?q=near9.63485,-0.82766,&ll=9.63485,-0.82766&z=17&t=h",3130,https://youtu.be/KIxxAPEUVm8,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/18.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/18.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/M-4-CA5E5.jpg,2,3130,1.923195084
19,#19  Rare Medical Clinic (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Gushegu, Ghana (9.63485,-0.82766), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/19.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/19.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/19.html,G24,Medical,Medical Clinic,136,1 of 26,Ghana,Rare,Medical Clinic M-4,21-Oct-2023,800,"9.63485,-0.82766",37,#6D41C4,#FFFFFF,#DE3030,https://givebasicneeds.org/events/giving-event-37,"Gushegu, Ghana","https://www.google.com/maps/search/?q=near9.63485,-0.82766,&ll=9.63485,-0.82766&z=17&t=h",157,https://youtu.be/KIxxAPEUVm8,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/19.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/19.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/M-4-CA5E5.jpg,26,157,0.09646697389
20,#20  Uncommon Medical Clinic (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Gushegu, Ghana (9.63485,-0.82766), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/20.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/20.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/20.html,G24,Medical,Medical Clinic,126,1 of 101,Ghana,Uncommon,Medical Clinic M-4,21-Oct-2023,800,"9.63485,-0.82766",37,#2C51FF,#FFFFFF,#DE3030,https://givebasicneeds.org/events/giving-event-37,"Gushegu, Ghana","https://www.google.com/maps/search/?q=near9.63485,-0.82766,&ll=9.63485,-0.82766&z=17&t=h",40,https://youtu.be/KIxxAPEUVm8,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/20.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/20.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/M-4-CA5E5.jpg,101,40,0.02457757296
21,#21  Common Medical Clinic (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Gushegu, Ghana (9.63485,-0.82766), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/21.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/21.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/21.html,G24,Medical,Medical Clinic,116,1 of 301,Ghana,Common,Medical Clinic M-4,21-Oct-2023,800,"9.63485,-0.82766",37,#04AC5B,#FFFFFF,#DE3030,https://givebasicneeds.org/events/giving-event-37,"Gushegu, Ghana","https://www.google.com/maps/search/?q=near9.63485,-0.82766,&ll=9.63485,-0.82766&z=17&t=h",8,https://youtu.be/KIxxAPEUVm8,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/21.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/21.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/M-4-CA5E5.jpg,301,8,0.004915514593
22,#22  Super Rare Village Lighting (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Tejenga, Ghana (9.65542,-0.46033), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/22.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/22.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/22.html,G24,Shelter,Village Lighting,93,1 of 2,Ghana,Super Rare,Village Lighting S-2,21-Oct-2023,500,"9.65542,-0.46033",46,#FFD633,#FFFFFF,#49DAC3,https://givebasicneeds.org/events/giving-event-46,"Tejenga, Ghana","https://www.google.com/maps/search/?q=near9.65542,-0.46033,&ll=9.65542,-0.46033&z=17&t=h",2700,https://youtu.be/qMaH032falE,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/22.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/22.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/S-2-160AF.jpg,2,2700,1.658986175
23,#23  Rare Village Lighting (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Tejenga, Ghana (9.65542,-0.46033), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/23.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/23.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/23.html,G24,Shelter,Village Lighting,83,1 of 26,Ghana,Rare,Village Lighting S-2,21-Oct-2023,500,"9.65542,-0.46033",46,#6D41C4,#FFFFFF,#49DAC3,https://givebasicneeds.org/events/giving-event-46,"Tejenga, Ghana","https://www.google.com/maps/search/?q=near9.65542,-0.46033,&ll=9.65542,-0.46033&z=17&t=h",135,https://youtu.be/qMaH032falE,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/23.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/23.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/S-2-160AF.jpg,26,135,0.08294930876
24,#24  Uncommon Village Lighting (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Tejenga, Ghana (9.65542,-0.46033), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/24.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/24.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/24.html,G24,Shelter,Village Lighting,73,1 of 101,Ghana,Uncommon,Village Lighting S-2,21-Oct-2023,500,"9.65542,-0.46033",46,#2C51FF,#FFFFFF,#49DAC3,https://givebasicneeds.org/events/giving-event-46,"Tejenga, Ghana","https://www.google.com/maps/search/?q=near9.65542,-0.46033,&ll=9.65542,-0.46033&z=17&t=h",34,https://youtu.be/qMaH032falE,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/24.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/24.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/S-2-160AF.jpg,101,34,0.02089093702
25,#25  Common Village Lighting (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Tejenga, Ghana (9.65542,-0.46033), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/25.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/25.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/25.html,G24,Shelter,Village Lighting,63,1 of 301,Ghana,Common,Village Lighting S-2,21-Oct-2023,500,"9.65542,-0.46033",46,#04AC5B,#FFFFFF,#49DAC3,https://givebasicneeds.org/events/giving-event-46,"Tejenga, Ghana","https://www.google.com/maps/search/?q=near9.65542,-0.46033,&ll=9.65542,-0.46033&z=17&t=h",7,https://youtu.be/qMaH032falE,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/25.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/25.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/S-2-160AF.jpg,301,7,0.004301075269
26,#26  Super Rare Food Assistance (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Katani, Ghana (10.16055,-0.08484), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/26.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/26.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/26.html,G24,Food,Food Assistance,59,1 of 2,Ghana,Super Rare,Food Assistance F-6,21-Oct-2023,98,"10.16055,-0.08484",30,#FFD633,#FFFFFF,#D3DDE1,https://givebasicneeds.org/events/giving-event-30,"Katani, Ghana","https://www.google.com/maps/search/?q=near10.16055,-0.08484,&ll=10.16055,-0.08484&z=17&t=h",1640,https://youtu.be/X93kccT-gyY,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/26.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/26.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/F-6-E1614.jpg,2,1640,1.007680492
27,#27  Rare Food Assistance (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Katani, Ghana (10.16055,-0.08484), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/27.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/27.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/27.html,G24,Food,Food Assistance,49,1 of 26,Ghana,Rare,Food Assistance F-6,21-Oct-2023,98,"10.16055,-0.08484",30,#6D41C4,#FFFFFF,#D3DDE1,https://givebasicneeds.org/events/giving-event-30,"Katani, Ghana","https://www.google.com/maps/search/?q=near10.16055,-0.08484,&ll=10.16055,-0.08484&z=17&t=h",82,https://youtu.be/X93kccT-gyY,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/27.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/27.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/F-6-E1614.jpg,26,82,0.05038402458
28,#28  Uncommon Food Assistance (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Katani, Ghana (10.16055,-0.08484), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/28.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/28.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/28.html,G24,Food,Food Assistance,39,1 of 101,Ghana,Uncommon,Food Assistance F-6,21-Oct-2023,98,"10.16055,-0.08484",30,#2C51FF,#FFFFFF,#D3DDE1,https://givebasicneeds.org/events/giving-event-30,"Katani, Ghana","https://www.google.com/maps/search/?q=near10.16055,-0.08484,&ll=10.16055,-0.08484&z=17&t=h",21,https://youtu.be/X93kccT-gyY,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/28.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/28.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/F-6-E1614.jpg,101,21,0.01290322581
29,#29  Common Food Assistance (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Katani, Ghana (10.16055,-0.08484), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/29.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/29.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/29.html,G24,Food,Food Assistance,29,1 of 301,Ghana,Common,Food Assistance F-6,21-Oct-2023,98,"10.16055,-0.08484",30,#04AC5B,#FFFFFF,#D3DDE1,https://givebasicneeds.org/events/giving-event-30,"Katani, Ghana","https://www.google.com/maps/search/?q=near10.16055,-0.08484,&ll=10.16055,-0.08484&z=17&t=h",5,https://youtu.be/X93kccT-gyY,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/29.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/29.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/F-6-E1614.jpg,301,5,0.003072196621
30,#30  Super Rare Medical Clinic (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Tamale, Ghana (9.37701,-0.76371), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/30.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/30.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/30.html,G24,Medical,Medical Clinic,238,1 of 2,Ghana,Super Rare,Medical Clinic M-5,21-Oct-2023,2000,"9.37701,-0.76371",47,#FFD633,#FFFFFF,#DE3030,https://givebasicneeds.org/events/giving-event-47,"Tamale, Ghana","https://www.google.com/maps/search/?q=near9.37701,-0.76371,&ll=9.37701,-0.76371&z=17&t=h",3130,https://youtu.be/iuBZD_zPykQ,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/30.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/30.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/M-5-BEDC6.jpg,2,3130,1.923195084
