id,name,description,image,animation_url,external_url,edition,target,focus,power_rating,occurrence,country,rarity,card_group_lookup,created_date,human_impact,geocords,event_id,color_rarity_hex,color_bkgd_hex,color_card_hex,blog_post,location_name,map,travel_points,youtube_url,image_html,animation_html,special_image_html,token_quantity,price_in_usd,price_in_eth
46,#46  Super Rare Borehole (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Pulo, Ghana (9.61999,-0.40608), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/46.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/46.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/46.html,G24,Food,Borehole,71,1 of 2,Ghana,Super Rare,Borehole F-3,21-Oct-2023,400,"9.61999,-0.40608",0,#FFD633,#FFFFFF,#D3DDE1,https://givebasicneeds.org/events/borehole-project-3,"Pulo, Ghana","https://www.google.com/maps/search/?q=near9.61999,-0.40608,&ll=9.61999,-0.40608&z=17&t=h",2227,https://youtu.be/u488gzjm6YQ,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/46.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/46.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/F-3-7440C.jpg,2,2227,1.368356375
47,#47  Rare Borehole (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Pulo, Ghana (9.61999,-0.40608), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/47.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/47.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/47.html,G24,Food,Borehole,61,1 of 26,Ghana,Rare,Borehole F-3,21-Oct-2023,400,"9.61999,-0.40608",0,#6D41C4,#FFFFFF,#D3DDE1,https://givebasicneeds.org/events/borehole-project-3,"Pulo, Ghana","https://www.google.com/maps/search/?q=near9.61999,-0.40608,&ll=9.61999,-0.40608&z=17&t=h",112,https://youtu.be/u488gzjm6YQ,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/47.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/47.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/F-3-7440C.jpg,26,112,0.0688172043
48,#48  Uncommon Borehole (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Pulo, Ghana (9.61999,-0.40608), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/48.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/48.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/48.html,G24,Food,Borehole,51,1 of 101,Ghana,Uncommon,Borehole F-3,21-Oct-2023,400,"9.61999,-0.40608",0,#2C51FF,#FFFFFF,#D3DDE1,https://givebasicneeds.org/events/borehole-project-3,"Pulo, Ghana","https://www.google.com/maps/search/?q=near9.61999,-0.40608,&ll=9.61999,-0.40608&z=17&t=h",28,https://youtu.be/u488gzjm6YQ,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/48.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/48.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/F-3-7440C.jpg,101,28,0.01720430108
49,#49  Common Borehole (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Pulo, Ghana (9.61999,-0.40608), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/49.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/49.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/49.html,G24,Food,Borehole,41,1 of 301,Ghana,Common,Borehole F-3,21-Oct-2023,400,"9.61999,-0.40608",0,#04AC5B,#FFFFFF,#D3DDE1,https://givebasicneeds.org/events/borehole-project-3,"Pulo, Ghana","https://www.google.com/maps/search/?q=near9.61999,-0.40608,&ll=9.61999,-0.40608&z=17&t=h",6,https://youtu.be/u488gzjm6YQ,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/49.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/49.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/F-3-7440C.jpg,301,6,0.003686635945
50,#50  Super Rare Medical Clinic (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Gushegu, Ghana (9.90777,-0.21311), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/50.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/50.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/50.html,G24,Medical,Medical Clinic,200,1 of 2,Ghana,Super Rare,Medical Clinic M-2,21-Oct-2023,1000,"9.90777,-0.21311",32,#FFD633,#FFFFFF,#DE3030,https://givebasicneeds.org/events/giving-event-32,"Gushegu, Ghana","https://www.google.com/maps/search/?q=near9.90777,-0.21311,&ll=9.90777,-0.21311&z=17&t=h",3648,https://youtu.be/B1RpQFd7cGM,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/50.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/50.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/M-2-2CF77.jpg,2,3648,2.241474654
51,#51  Rare Medical Clinic (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Gushegu, Ghana (9.90777,-0.21311), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/51.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/51.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/51.html,G24,Medical,Medical Clinic,190,1 of 26,Ghana,Rare,Medical Clinic M-2,21-Oct-2023,1000,"9.90777,-0.21311",32,#6D41C4,#FFFFFF,#DE3030,https://givebasicneeds.org/events/giving-event-32,"Gushegu, Ghana","https://www.google.com/maps/search/?q=near9.90777,-0.21311,&ll=9.90777,-0.21311&z=17&t=h",183,https://youtu.be/B1RpQFd7cGM,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/51.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/51.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/M-2-2CF77.jpg,26,183,0.1124423963
52,#52  Uncommon Medical Clinic (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Gushegu, Ghana (9.90777,-0.21311), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/52.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/52.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/52.html,G24,Medical,Medical Clinic,180,1 of 101,Ghana,Uncommon,Medical Clinic M-2,21-Oct-2023,1000,"9.90777,-0.21311",32,#2C51FF,#FFFFFF,#DE3030,https://givebasicneeds.org/events/giving-event-32,"Gushegu, Ghana","https://www.google.com/maps/search/?q=near9.90777,-0.21311,&ll=9.90777,-0.21311&z=17&t=h",46,https://youtu.be/B1RpQFd7cGM,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/52.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/52.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/M-2-2CF77.jpg,101,46,0.02826420891
53,#53  Common Medical Clinic (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Gushegu, Ghana (9.90777,-0.21311), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/53.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/53.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/53.html,G24,Medical,Medical Clinic,170,1 of 301,Ghana,Common,Medical Clinic M-2,21-Oct-2023,1000,"9.90777,-0.21311",32,#04AC5B,#FFFFFF,#DE3030,https://givebasicneeds.org/events/giving-event-32,"Gushegu, Ghana","https://www.google.com/maps/search/?q=near9.90777,-0.21311,&ll=9.90777,-0.21311&z=17&t=h",10,https://youtu.be/B1RpQFd7cGM,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/53.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/53.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/M-2-2CF77.jpg,301,10,0.006144393241
54,#54  Super Rare Rental Assistance (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Eugene, OR, USA (44.10078,-123.12601), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/54.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/54.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/54.html,G24,Shelter,Rental Assistance,44,1 of 2,USA,Super Rare,Rental Assistance S-1,21-Oct-2023,40,"44.10078,-123.12601",0,#FFD633,#FFFFFF,#49DAC3,https://givebasicneeds.org/events/giving-event-40-gifted,"Eugene, OR, USA","https://www.google.com/maps/search/?q=near44.10078,-123.12601,&ll=44.10078,-123.12601&z=17&t=h",2000,https://youtu.be/6YNyjSE43Fo,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/54.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/54.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/S-1-05600.jpg,2,2000,1.228878648
55,#55  Rare Rental Assistance (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Eugene, OR, USA (44.10078,-123.12601), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/55.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/55.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/55.html,G24,Shelter,Rental Assistance,34,1 of 26,USA,Rare,Rental Assistance S-1,21-Oct-2023,40,"44.10078,-123.12601",0,#6D41C4,#FFFFFF,#49DAC3,https://givebasicneeds.org/events/giving-event-40-gifted,"Eugene, OR, USA","https://www.google.com/maps/search/?q=near44.10078,-123.12601,&ll=44.10078,-123.12601&z=17&t=h",100,https://youtu.be/6YNyjSE43Fo,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/55.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/55.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/S-1-05600.jpg,26,100,0.06144393241
56,#56  Uncommon Rental Assistance (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Eugene, OR, USA (44.10078,-123.12601), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/56.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/56.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/56.html,G24,Shelter,Rental Assistance,24,1 of 101,USA,Uncommon,Rental Assistance S-1,21-Oct-2023,40,"44.10078,-123.12601",0,#2C51FF,#FFFFFF,#49DAC3,https://givebasicneeds.org/events/giving-event-40-gifted,"Eugene, OR, USA","https://www.google.com/maps/search/?q=near44.10078,-123.12601,&ll=44.10078,-123.12601&z=17&t=h",25,https://youtu.be/6YNyjSE43Fo,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/56.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/56.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/S-1-05600.jpg,101,25,0.0153609831
57,#57  Common Rental Assistance (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Eugene, OR, USA (44.10078,-123.12601), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/57.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/57.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/57.html,G24,Shelter,Rental Assistance,14,1 of 301,USA,Common,Rental Assistance S-1,21-Oct-2023,40,"44.10078,-123.12601",0,#04AC5B,#FFFFFF,#49DAC3,https://givebasicneeds.org/events/giving-event-40-gifted,"Eugene, OR, USA","https://www.google.com/maps/search/?q=near44.10078,-123.12601,&ll=44.10078,-123.12601&z=17&t=h",5,https://youtu.be/6YNyjSE43Fo,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/57.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/57.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/S-1-05600.jpg,301,5,0.003072196621
58,#58  Super Rare Borehole (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Dekpunga, Ghana (10.09932,-0.09609), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/58.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/58.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/58.html,G24,Food,Borehole,145,1 of 2,Ghana,Super Rare,Borehole F-1,21-Oct-2023,700,"10.09932,-0.09609",0,#FFD633,#FFFFFF,#D3DDE1,https://givebasicneeds.org/events/borehole-project-1,"Dekpunga, Ghana","https://www.google.com/maps/search/?q=near10.09932,-0.09609,&ll=10.09932,-0.09609&z=17&t=h",3532,https://youtu.be/u488gzjm6YQ,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/58.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/58.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/F-1-B4DEB.jpg,2,3532,2.170199693
59,#59  Rare Borehole (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Dekpunga, Ghana (10.09932,-0.09609), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/59.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/59.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/59.html,G24,Food,Borehole,135,1 of 26,Ghana,Rare,Borehole F-1,21-Oct-2023,700,"10.09932,-0.09609",0,#6D41C4,#FFFFFF,#D3DDE1,https://givebasicneeds.org/events/borehole-project-1,"Dekpunga, Ghana","https://www.google.com/maps/search/?q=near10.09932,-0.09609,&ll=10.09932,-0.09609&z=17&t=h",177,https://youtu.be/u488gzjm6YQ,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/59.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/59.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/F-1-B4DEB.jpg,26,177,0.1087557604
60,#60  Uncommon Borehole (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Dekpunga, Ghana (10.09932,-0.09609), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/60.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/60.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/60.html,G24,Food,Borehole,125,1 of 101,Ghana,Uncommon,Borehole F-1,21-Oct-2023,700,"10.09932,-0.09609",0,#2C51FF,#FFFFFF,#D3DDE1,https://givebasicneeds.org/events/borehole-project-1,"Dekpunga, Ghana","https://www.google.com/maps/search/?q=near10.09932,-0.09609,&ll=10.09932,-0.09609&z=17&t=h",45,https://youtu.be/u488gzjm6YQ,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/60.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/60.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/F-1-B4DEB.jpg,101,45,0.02764976959
61,#61  Common Borehole (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Dekpunga, Ghana (10.09932,-0.09609), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. ðŸ’ŸðŸ’ŸðŸ’Ÿ",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/61.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/61.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/61.html,G24,Food,Borehole,115,1 of 301,Ghana,Common,Borehole F-1,21-Oct-2023,700,"10.09932,-0.09609",0,#04AC5B,#FFFFFF,#D3DDE1,https://givebasicneeds.org/events/borehole-project-1,"Dekpunga, Ghana","https://www.google.com/maps/search/?q=near10.09932,-0.09609,&ll=10.09932,-0.09609&z=17&t=h",9,https://youtu.be/u488gzjm6YQ,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/61.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/61.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/F-1-B4DEB.jpg,301,9,0.005529953917